热功率,电功率,主回路1冷却剂流量,主回路2冷却剂流量,主回路1热管段冷却剂温度,主回路2热管段冷却剂温度,主回路1冷管段冷却剂温度,主回路2冷管段冷却剂温度,主回路1蒸汽发生器二次侧压力,主回路2蒸汽发生器二次侧压力,主回路1蒸汽发生器水位,主回路2蒸汽发生器水位,主回路1蒸汽发生器给水流量,主回路2蒸汽发生器给水流量,主回路1蒸汽发生器给水温度,主回路2蒸汽发生器给水温度,主回路1蒸汽发生器蒸汽出口流量,主回路2蒸汽发生器蒸汽出口流量,主回路1蒸汽发生器蒸汽出口温度,主回路2蒸汽发生器蒸汽出口温度,稳压器压力,稳压器水位,稳压器蒸汽空间温度,稳压器水空间温度
0.251985837,0.08161547,0.999255435,1,0.083508332,0.083508028,0.077012712,0.077010971,0.000121834,0.000118122,0.001404808,0.001406581,0.066811644,0.066651498,0.057457984,0.05745765,0.066167457,0.066013319,0.07437843,0.07433676,0.002731856,0,0.097640852,0.091991203
0.251977717,0.081606085,0.999229213,1,0.083506245,0.083505856,0.077010741,0.077009017,0.000121914,0.000118147,0.001404772,0.001406545,0.06680796,0.066654857,0.057456481,0.057456147,0.066182436,0.066024036,0.07437782,0.074335931,0.002731841,0,0.097628849,0.091988873
0.251981492,0.081612077,0.999243538,1,0.083507722,0.083507333,0.077012105,0.077010381,0.000122,0.000118232,0.001404824,0.001406625,0.066807321,0.066652605,0.057457506,0.057457146,0.066200343,0.066042494,0.074379747,0.074337781,0.002731889,0,0.097635001,0.091990379
0.251981067,0.081611736,0.99924692,1,0.083507488,0.083507209,0.077012042,0.077010266,0.000122055,0.000118232,0.00140485,0.001406623,0.066805142,0.06665101,0.05745745,0.057457116,0.066200493,0.066042315,0.07438,0.074337671,0.00273194,0,0.097638677,0.091990496
0.251976499,0.081608755,0.999229418,1,0.083506222,0.083505689,0.07701064,0.077008899,0.000121803,0.000118064,0.001404769,0.001406569,0.066805647,0.066654396,0.05745643,0.0574561,0.066154162,0.065994741,0.074376043,0.074334323,0.002731918,0,0.097631329,0.091988763
0.251974209,0.081610872,0.999224077,1,0.083506086,0.083505478,0.077010468,0.077008701,0.000121942,0.000118202,0.001404766,0.001406566,0.066809957,0.066651478,0.05745625,0.057455916,0.066179777,0.06602465,0.074377508,0.074335898,0.002731801,0,0.097625439,0.091988482
0.251987324,0.081608228,0.999259487,1,0.083508976,0.083508646,0.077013365,0.077011615,0.000121863,0.000118096,0.001404819,0.001406592,0.066808587,0.06665517,0.057458456,0.057458122,0.066179186,0.066020896,0.074379358,0.074337307,0.002731932,0,0.097639643,0.091992107
0.251978742,0.081613516,0.999229013,1,0.083505858,0.083505554,0.077010486,0.077008761,0.000121914,0.000118174,0.00140474,0.00140654,0.066810093,0.066652751,0.057456265,0.057455931,0.066177533,0.066021932,0.0743771,0.074335719,0.002731888,0,0.097634392,0.091988814
0.251982803,0.081604546,0.999241375,1,0.083507473,0.08350711,0.077011897,0.077010173,0.000121972,0.000118232,0.001404793,0.001406594,0.066807526,0.066651454,0.057457373,0.057457039,0.066197083,0.066040541,0.074379351,0.074337656,0.002731855,0,0.097630805,0.091990449
0.251982919,0.081617559,0.999249014,1,0.083507925,0.083507587,0.077012365,0.077010649,0.000122028,0.000118233,0.001404856,0.001406629,0.066806223,0.066650593,0.05745768,0.057457347,0.066204699,0.066047658,0.074380168,0.074338084,0.002731952,0,0.09764081,0.091990997
0.251976968,0.081605242,0.999227864,1,0.083505951,0.083505537,0.077010469,0.077008753,0.00012208,0.000118036,0.001404821,0.001406539,0.066801398,0.066656073,0.057456357,0.057455997,0.066173019,0.066007836,0.0743787,0.074333938,0.00273194,0,0.097633495,0.091988837
0.25197877,0.081613456,0.999228873,1,0.083506552,0.083506054,0.077011,0.077009233,0.000121776,0.000118175,0.00140472,0.001406576,0.066804961,0.066654267,0.057456672,0.057456342,0.066173395,0.066014302,0.0743765,0.074336192,0.002731848,0,0.097628657,0.091989446
0.25198682,0.081610113,0.9992628,1,0.083509224,0.083508835,0.077013542,0.077011766,0.000121946,0.000118234,0.001404822,0.00140665,0.066814369,0.066651534,0.057458624,0.05745829,0.06617757,0.066025624,0.074380088,0.07433906,0.002731966,0,0.097640579,0.091992533
0.251985814,0.081612234,0.999262803,1,0.083508851,0.083508496,0.077013147,0.077011422,0.000122001,0.000118289,0.001404815,0.001406644,0.066808863,0.066650708,0.057458312,0.057457979,0.066199936,0.066045218,0.074380423,0.074339336,0.002732036,0,0.097644488,0.091992266
0.25197603,0.081611547,0.999222795,1,0.083505731,0.083505206,0.07701009,0.077008399,0.00012183,0.000118257,0.001404732,0.001406588,0.066808675,0.066646097,0.057456057,0.057455727,0.066179356,0.06602844,0.074375754,0.074336225,0.002731928,0,0.09762859,0.091988588
