滑油总管压力,1号电动滑油泵滑油出口压力,滑油总管温度,滑油总管流量,滑油总管再循环滑油流量,滑油压力调节阀开度指令,滑油压力调节阀开度反馈,2号电动滑油输送泵滑油出口压力,滑油温度调节阀开度指令,滑油温度调节阀开度反馈,汽轮主机模拟装置滑油入口调节阀阀门开度指令,汽轮主机模拟装置滑油入口调节阀开度反馈,滑油冷却器滑油进口温度,汽轮主机减速器模拟装置滑油入口调节阀开度指令,汽轮主机减速器模拟装置滑油入口调节阀开度反馈,滑油冷却器滑油出口温度,汽轮发电机组模拟装置滑油入口调节阀开度指令,汽轮发电机组模拟装置滑油入口调节阀开度反馈,汽轮主机模拟装置滑油入口流量,主推力轴承模拟装置滑油入口调节阀开度指令,主推力轴承模拟装置滑油入口调节阀开度反馈,汽轮主机模拟装置滑油入口压力,汽轮主机模拟装置调节阀阀门开度指令,汽轮主机模拟装置调节阀开度反馈,汽轮主机模拟装置滑油出口温度,汽轮主机减速器模拟装置调节阀阀门开度指令,汽轮主机减速器模拟装置调节阀开度反馈,汽轮主机减速器模拟装置滑油入口流量,汽轮发电机组模拟装置调节阀阀门开度指令,汽轮发电机组模拟装置调节阀开度反馈,汽轮主机减速器模拟装置滑油入口压力,主推力轴承模拟装置调节阀阀门开度指令,主推力轴承模拟装置调节阀开度反馈,汽轮主机减速器模拟装置滑油出口温度,汽轮凝水泵组模拟装置调节阀阀门开度指令,汽轮凝水泵组模拟装置调节阀开度反馈,汽轮发电机组模拟装置滑油入口流量,汽轮给水泵组模拟装置调节阀阀门开度指令,汽轮给水泵组模拟装置调节阀开度反馈,汽轮发电机组模拟装置滑油入口压力,汽轮滑油泵组模拟装置调节阀阀门开度指令,汽轮滑油泵组模拟装置调节阀开度反馈,汽轮发电机组模拟装置滑油出口温度,汽轮辅循环水泵模拟装置调节阀阀门开度指令,汽轮辅循环水泵模拟装置调节阀开度反馈,主推力轴承模拟装置滑油入口流量,滑油加热器1号功率,滑油加热器1号加热器出口温度,主推力轴承模拟装置滑油入口压力,滑油加热器2号功率,滑油加热器2号加热器出口温度,主推力轴承模拟装置滑油出口温度,汽轮凝水泵组模拟装置滑油入口流量,汽轮凝水泵组模拟装置滑油入口压力,汽轮凝水泵组模拟装置滑油出口温度,汽轮给水泵组模拟装置滑油入口流量,汽轮给水泵组模拟装置滑油入口压力,汽轮给水泵组模拟装置滑油出口温度,汽轮滑油泵组模拟装置滑油入口流量,汽轮滑油泵组模拟装置滑油入口压力,汽轮滑油泵组模拟装置滑油出口温度,汽轮辅循环水泵模拟装置滑油入口流量,汽轮辅循环水泵模拟装置滑油入口压力,汽轮辅循环水泵模拟装置滑油出口温度,电动滑油泵1号变频泵转速指令,电动滑油泵1号变频泵转速反馈,电动滑油泵2号变频泵转速指令,电动滑油泵2号变频泵转速反馈,滑油冷却器1号滑油入口压力,滑油冷却器1号滑油出口压力,滑油冷却器1号冷却水入口温度,滑油冷却器1号冷却水出口温度
0.1241,0.506477,39.325,64.875,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,70.0,39.2438,95.0,95.1625,39.0187,25.0,24.8375,13.53,62.0,62.4313,0.0727188,32.0,31.8937,37.6562,42.0,42.0687,20.9781,22.0,21.8312,0.067875,57.0,56.9313,38.2812,29.0,28.6125,9.36188,16.0,15.4625,0.0383125,29.0,28.7188,37.4313,25.0,24.575,2.56813,0.25312,40.3781,0.0540937,0.534377,40.2562,38.4375,0.875313,0.048125,36.525,0.902188,0.052125,37.2,1.19531,0.0638125,38.05,0.985938,0.0479062,37.6125,400.01,400.247,0.0,-0.0924933,0.12725,0.115125,36.7688,38.3313
0.1241,0.506477,39.3,64.9,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2375,95.0,95.1625,39.0312,25.0,24.8375,13.5487,62.0,62.4313,0.0727188,32.0,31.8937,37.6562,42.0,42.0687,20.9694,22.0,21.8312,0.067875,57.0,56.9313,38.275,29.0,28.6188,9.36188,16.0,15.4625,0.0383125,29.0,28.7188,37.4313,25.0,24.5688,2.56813,0.25312,40.3875,0.0540937,0.534377,40.2562,38.4375,0.875313,0.048125,36.525,0.902188,0.052125,37.2,1.19531,0.0638125,38.0375,0.985938,0.0479062,37.6125,399.458,400.34,0.0,-0.0924933,0.12725,0.115125,36.7812,38.3313
0.1241,0.506477,39.2937,64.875,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2375,95.0,95.1625,39.0312,25.0,24.8375,13.5375,62.0,62.4313,0.0727188,32.0,31.8937,37.6437,42.0,42.0687,20.9781,22.0,21.8312,0.067875,57.0,56.9313,38.275,29.0,28.6125,9.36188,16.0,15.4625,0.0383125,29.0,28.7188,37.4125,25.0,24.5688,2.56813,0.25312,40.3781,0.0540937,0.534377,40.2562,38.4375,0.875313,0.048125,36.5188,0.902188,0.052125,37.2,1.19531,0.0638125,38.0312,0.985938,0.0479062,37.6,399.435,400.34,0.0,-0.0924933,0.12725,0.115125,36.7688,38.3313
0.1241,0.506477,39.2937,64.8125,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9875,39.2375,95.0,95.1625,39.0312,25.0,24.8375,13.5375,62.0,62.4313,0.0727188,32.0,31.8937,37.6375,42.0,42.0687,20.9825,22.0,21.8312,0.067875,57.0,56.9313,38.2625,29.0,28.6125,9.38438,16.0,15.4625,0.0383125,29.0,28.7188,37.4125,25.0,24.5688,2.56813,0.25312,40.3875,0.0540937,0.534377,40.2562,38.425,0.875313,0.048125,36.5188,0.902188,0.052125,37.2,1.19531,0.0638125,38.0312,0.985938,0.0479062,37.6,399.411,400.247,0.0,-0.0924933,0.12725,0.115125,36.7688,38.325
0.1241,0.506477,39.3,64.8,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9875,39.2375,95.0,95.1625,39.0187,25.0,24.8313,13.5487,62.0,62.4313,0.0727188,32.0,31.8937,37.6375,42.0,42.0687,20.9388,22.0,21.8312,0.067875,57.0,56.9313,38.25,29.0,28.6188,9.39375,16.0,15.4625,0.0383125,29.0,28.7188,37.4125,25.0,24.5688,2.56813,0.25312,40.3875,0.0540937,0.534377,40.2562,38.425,0.875313,0.048125,36.5062,0.902188,0.052125,37.2,1.19531,0.0638125,38.025,0.985938,0.0479062,37.5687,399.389,400.247,0.0,-0.0924933,0.12725,0.115125,36.7812,38.3187
0.1241,0.506477,39.2937,64.725,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9875,39.2187,95.0,95.1625,39.0063,25.0,24.8375,13.5487,62.0,62.4313,0.0727188,32.0,31.8937,37.6437,42.0,42.0687,20.8994,22.0,21.8312,0.067875,57.0,56.9313,38.2563,29.0,28.6125,9.39375,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.5688,2.56813,0.25312,40.3781,0.0540937,0.534377,40.2562,38.425,0.875313,0.048125,36.5062,0.902188,0.052125,37.2,1.19531,0.0638125,38.025,0.985938,0.0479062,37.5812,399.366,400.34,0.0,-0.0924933,0.12725,0.115125,36.7812,38.325
0.1241,0.506477,39.3,64.7875,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2125,95.0,95.1625,39.0063,25.0,24.8375,13.5487,62.0,62.4313,0.0727188,32.0,31.8937,37.625,42.0,42.0687,20.8906,22.0,21.8312,0.067875,57.0,56.9313,38.2563,29.0,28.6125,9.405,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56813,0.25312,40.3875,0.0540937,0.534377,40.2562,38.4,0.875313,0.048125,36.5062,0.902188,0.052125,37.1938,1.19531,0.0638125,38.025,0.985938,0.0479062,37.5625,399.767,400.34,0.0,-0.0924933,0.12725,0.115125,36.7875,38.325
0.1241,0.506477,39.2937,64.8625,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2125,95.0,95.1625,39.0063,25.0,24.8375,13.5338,62.0,62.4313,0.0727188,32.0,31.8937,37.625,42.0,42.0687,20.8906,22.0,21.8312,0.067875,57.0,56.9313,38.2625,29.0,28.6125,9.405,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.5688,2.56813,0.25312,40.3781,0.0540937,0.534377,40.2562,38.4,0.875313,0.048125,36.5062,0.902188,0.052125,37.2,1.19531,0.0638125,38.0312,0.985938,0.0479062,37.5687,400.011,400.433,0.0,-0.0924933,0.12725,0.115125,36.7688,38.325
0.1241,0.506477,39.3,64.9125,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2187,95.0,95.1562,39.0063,25.0,24.8375,13.5188,62.0,62.4313,0.0727188,32.0,31.8937,37.6125,42.0,42.0687,20.9037,22.0,21.8312,0.067875,57.0,56.9313,38.2563,29.0,28.6125,9.39937,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.5688,2.56813,0.25312,40.3781,0.0540937,0.534377,40.3594,38.4063,0.875313,0.048125,36.4875,0.902188,0.052125,37.2,1.19531,0.0638125,38.025,0.985938,0.0479062,37.5562,400.016,400.34,0.0,-0.0924933,0.12725,0.115125,36.7812,38.325
0.1241,0.506477,39.3062,64.875,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2187,95.0,95.1625,39.0063,25.0,24.8375,13.5188,62.0,62.4438,0.0727188,32.0,31.8937,37.6125,42.0,42.0687,20.8731,22.0,21.8312,0.067875,57.0,56.9313,38.2563,29.0,28.6125,9.40688,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.5688,2.56813,0.25312,40.3781,0.0540937,0.534377,40.3594,38.4,0.875313,0.048125,36.4875,0.902188,0.052125,37.2,1.19531,0.0638125,38.025,0.985938,0.0479062,37.5562,400.021,400.247,0.0,-0.0924933,0.12725,0.115125,36.7812,38.3313
0.1241,0.506477,39.3,64.85,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9875,39.225,95.0,95.1562,39.0063,25.0,24.8375,13.5113,62.0,62.4313,0.0727188,32.0,31.8937,37.6125,42.0,42.0687,20.8337,22.0,21.8312,0.067875,57.0,56.9313,38.2563,29.0,28.6125,9.40688,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56813,0.25312,40.3781,0.0540937,0.534377,40.2562,38.375,0.875313,0.048125,36.4937,0.902188,0.052125,37.1938,1.19531,0.0638125,38.0,0.985938,0.0479062,37.5562,400.026,400.34,0.0,-0.0924933,0.12725,0.115125,36.7688,38.325
0.1241,0.506477,39.3062,64.8125,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9812,39.2125,95.0,95.1625,39.0063,25.0,24.8375,13.4925,62.0,62.4313,0.0727188,32.0,31.8937,37.6063,42.0,42.0687,20.86,22.0,21.8312,0.067875,57.0,56.9313,38.2563,29.0,28.6125,9.40688,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56813,0.25312,40.3781,0.0540937,0.534377,40.2562,38.3812,0.875313,0.048125,36.4875,0.902188,0.052125,37.1938,1.19531,0.0638125,38.0,0.985938,0.0479062,37.5375,400.031,400.34,0.0,-0.185009,0.12725,0.115125,36.7812,38.325
0.1241,0.506477,39.3062,64.85,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9875,39.2125,95.0,95.1625,39.0063,25.0,24.8375,13.4812,62.0,62.4313,0.0727188,32.0,31.8937,37.6125,42.0,42.0687,20.895,22.0,21.8312,0.067875,57.0,56.9313,38.2563,29.0,28.6125,9.39562,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56312,0.25312,40.3781,0.0540937,0.534377,40.2562,38.375,0.875313,0.048125,36.475,0.902188,0.052125,37.1938,1.19531,0.0638125,38.0063,0.985938,0.0479062,37.5312,400.036,400.34,0.0,-0.0924933,0.12725,0.115125,36.7688,38.325
0.1241,0.506477,39.3062,64.8,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2125,95.0,95.1625,39.0063,25.0,24.8375,13.4812,62.0,62.4313,0.0727188,32.0,31.8937,37.5875,42.0,42.0687,20.9169,22.0,21.825,0.067875,57.0,56.9313,38.2625,29.0,28.6125,9.36188,16.0,15.4625,0.0383125,29.0,28.7313,37.4062,25.0,24.575,2.56312,0.25312,40.3781,0.0540937,0.534377,40.2562,38.3812,0.875313,0.048125,36.475,0.902188,0.052125,37.1875,1.19531,0.0638125,38.0063,0.985938,0.0479062,37.5312,400.041,400.247,0.0,-0.0924933,0.12725,0.115125,36.7812,38.3187
0.1241,0.506477,39.3062,64.75,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2125,95.0,95.1625,39.0063,25.0,24.8313,13.4925,62.0,62.4313,0.0727188,32.0,31.8937,37.5875,42.0,42.0687,20.9388,22.0,21.8312,0.067875,57.0,56.9313,38.25,29.0,28.6125,9.34687,16.0,15.4625,0.0383125,29.0,28.7313,37.4062,25.0,24.575,2.56312,0.25312,40.3781,0.0540937,0.534377,40.2562,38.375,0.875313,0.048125,36.475,0.902188,0.052125,37.1875,1.19531,0.0638125,38.0188,0.985938,0.0479062,37.525,400.046,400.34,0.0,-0.0924933,0.12725,0.115125,36.7812,38.325
0.1241,0.506477,39.3,64.7375,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9875,39.2062,95.0,95.1562,39.0063,25.0,24.8375,13.4925,62.0,62.4313,0.0727188,32.0,31.8937,37.5875,42.0,42.0687,20.9212,22.0,21.825,0.067875,57.0,56.9313,38.25,29.0,28.6188,9.3375,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.5688,2.56312,0.25312,40.3875,0.0540937,0.534377,40.2562,38.3688,0.875313,0.048125,36.475,0.902188,0.052125,37.1938,1.19531,0.0638125,38.0063,0.985938,0.0479062,37.525,400.051,400.433,0.0,-0.0924933,0.12725,0.115125,36.7812,38.325
0.1241,0.506477,39.3,64.8,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,39.0063,25.0,24.8313,13.4812,62.0,62.4313,0.0727188,32.0,31.8937,37.5812,42.0,42.075,20.8819,22.0,21.8312,0.067875,57.0,56.9313,38.25,29.0,28.6125,9.3375,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56312,0.281256,40.3781,0.0540937,0.534377,40.2562,38.3937,0.875313,0.048125,36.475,0.902188,0.052125,37.1938,1.19531,0.0638125,38.0063,0.985938,0.0479062,37.525,400.056,400.34,0.0,-0.0924933,0.12725,0.115125,36.7812,38.325
0.1241,0.506477,39.3062,64.8125,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1562,39.0063,25.0,24.8375,13.4963,62.0,62.4313,0.0727188,32.0,31.8937,37.5812,42.0,42.0687,20.8075,22.0,21.825,0.067875,57.0,56.9313,38.25,29.0,28.6125,9.32625,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56312,0.25312,40.3875,0.0540937,0.534377,40.2562,38.3937,0.875313,0.048125,36.475,0.902188,0.052125,37.1875,1.19531,0.0638125,38.0063,0.985938,0.0479062,37.5,400.06,400.247,0.0,-0.0924933,0.12725,0.115125,36.7688,38.325
0.1241,0.506477,39.3,64.8375,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,39.0063,25.0,24.8313,13.5113,62.0,62.4313,0.0727188,32.0,31.8937,37.5812,42.0,42.0687,20.8556,22.0,21.8312,0.067875,57.0,56.9313,38.25,29.0,28.6188,9.32625,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56312,0.25312,40.3781,0.0540937,0.534377,40.2562,38.3937,0.875313,0.048125,36.4625,0.902188,0.052125,37.1938,1.19531,0.0638125,38.0188,0.985938,0.0479062,37.5,400.065,400.34,0.0,-0.0924933,0.12725,0.115125,36.7812,38.325
0.1241,0.506477,39.3,64.85,18.1406,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9875,39.1937,95.0,95.1625,39.0063,25.0,24.8375,13.5188,62.0,62.4438,0.0727188,32.0,31.8937,37.5812,42.0,42.0687,20.9125,22.0,21.8312,0.067875,57.0,56.9313,38.25,29.0,28.6125,9.34125,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.5688,2.56312,0.25312,40.3875,0.0540937,0.534377,40.2469,38.3937,0.875313,0.048125,36.4625,0.902188,0.052125,37.1875,1.19531,0.0638125,38.0063,0.985938,0.0479062,37.5,400.07,400.433,0.0,-0.0924933,0.12725,0.115125,36.7812,38.3187
0.1241,0.506477,39.3,64.9125,18.15,14.0,13.375,0.106349,0.0,-0.0187501,70.0,69.9875,39.2062,95.0,95.1625,39.0063,25.0,24.8375,13.5188,62.0,62.4313,0.0727188,32.0,31.8937,37.5812,42.0,42.0687,20.9037,22.0,21.8312,0.067875,57.0,56.9313,38.25,29.0,28.6188,9.34875,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.5688,2.56312,0.25312,40.3875,0.0540937,0.534377,40.2469,38.3937,0.875313,0.048125,36.4563,0.902188,0.052125,37.1938,1.19531,0.0638125,38.0,0.985938,0.0479062,37.4937,400.076,400.34,0.0,-0.0924933,0.12725,0.115125,36.7812,38.325
0.1241,0.506477,39.3,64.9375,18.15,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,70.0,39.2062,95.0,95.1625,39.0063,25.0,24.8375,13.5338,62.0,62.4313,0.0727188,32.0,31.8937,37.5812,42.0,42.0687,20.895,22.0,21.825,0.067875,57.0,56.9313,38.2312,29.0,28.6125,9.35625,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56312,0.25312,40.3781,0.0540937,0.534377,40.2562,38.3937,0.875313,0.048125,36.4438,0.902188,0.052125,37.1875,1.19531,0.0638125,38.0063,0.985938,0.0479062,37.4875,400.081,400.247,0.0,-0.0924933,0.12725,0.115125,36.7812,38.325
0.1241,0.506477,39.2937,64.875,18.15,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,39.0063,25.0,24.8375,13.5262,62.0,62.4313,0.0727188,32.0,31.8937,37.5562,42.0,42.0687,20.9388,22.0,21.8312,0.067875,57.0,56.9313,38.2312,29.0,28.6125,9.38625,16.0,15.475,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56312,0.25312,40.3781,0.0540937,0.534377,40.2562,38.3937,0.875313,0.048125,36.4438,0.902188,0.052125,37.1938,1.19531,0.0638125,38.0063,0.985938,0.0479062,37.4875,400.085,400.247,0.0,-0.0924933,0.12725,0.115125,36.7625,38.325
0.1241,0.506477,39.3,64.925,18.15,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,39.0063,25.0,24.8375,13.5113,62.0,62.4313,0.0727188,32.0,31.8937,37.5625,42.0,42.0687,20.9256,22.0,21.8312,0.067875,57.0,56.9313,38.2312,29.0,28.6125,9.38625,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56312,0.25312,40.3781,0.0540937,0.534377,40.2562,38.3937,0.875313,0.048125,36.4438,0.902188,0.052125,37.175,1.19531,0.0638125,37.9875,0.985938,0.0479062,37.4812,400.085,400.34,0.0,0.0924933,0.12725,0.115125,36.7625,38.325
0.1241,0.506477,39.3,64.9,18.1688,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,39.0063,25.0,24.8313,13.5113,62.0,62.4313,0.0727188,32.0,31.8937,37.5562,42.0,42.0687,20.9562,22.0,21.8312,0.067875,57.0,56.9313,38.2312,29.0,28.6125,9.38625,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.575,2.56312,0.25312,40.2938,0.0540937,0.534377,40.2562,38.4,0.875313,0.048125,36.425,0.902188,0.052125,37.1687,1.19531,0.0638125,37.9938,0.985938,0.0479062,37.4875,400.085,400.34,0.0,-0.0924933,0.12725,0.115125,36.7562,38.325
0.1241,0.506477,39.3,64.8625,18.1688,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9875,39.2062,95.0,95.1625,39.0063,25.0,24.8375,13.5113,62.0,62.4438,0.0727188,32.0,31.8937,37.5562,42.0,42.0687,20.9344,22.0,21.825,0.067875,57.0,56.9313,38.2312,29.0,28.6125,9.38625,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.5688,2.56312,0.25312,40.2938,0.0540937,0.534377,40.2281,38.3937,0.875313,0.048125,36.425,0.902188,0.052125,37.1687,1.19531,0.0638125,37.975,0.985938,0.0479062,37.4875,400.085,400.34,0.0,-0.0924933,0.12725,0.115125,36.7562,38.325
0.1241,0.506477,39.3062,65.0,18.1688,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,39.0063,25.0,24.8375,13.5113,62.0,62.4313,0.0727188,32.0,31.8937,37.5562,42.0,42.0687,20.9037,22.0,21.8312,0.067875,57.0,56.9313,38.2312,29.0,28.6125,9.3975,16.0,15.475,0.0383125,29.0,28.7313,37.4062,25.0,24.5688,2.56312,0.25312,40.2938,0.0540937,0.534377,40.2562,38.3812,0.875313,0.048125,36.4187,0.902188,0.052125,37.1687,1.19531,0.0638125,37.975,0.985938,0.0479062,37.4937,400.085,400.247,0.0,-0.0924933,0.12725,0.115125,36.7562,38.325
0.1241,0.506477,39.3,64.9875,18.1688,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,39.0063,25.0,24.8313,13.5,62.0,62.4313,0.0727188,32.0,31.8937,37.5562,42.0,42.0687,20.8906,22.0,21.825,0.067875,57.0,56.9313,38.2312,29.0,28.6125,9.3975,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.5688,2.56312,0.25312,40.2844,0.0540937,0.534377,40.2562,38.35,0.875313,0.048125,36.425,0.902188,0.052125,37.1687,1.19531,0.0638125,37.9875,0.985938,0.0479062,37.4875,200.0,400.247,0.0,-0.185009,0.12725,0.115125,36.7562,38.325
0.1241,0.506477,39.3125,64.75,17.9906,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,38.9875,25.0,24.8375,13.5188,62.0,62.4313,0.0639687,32.0,31.8937,37.5562,42.0,42.0687,20.5363,22.0,21.8312,0.0614063,57.0,56.9313,38.2312,29.0,28.6188,9.27375,16.0,15.4625,0.0383125,29.0,28.7188,37.4062,25.0,24.5688,2.55406,0.25312,40.2844,0.0540937,0.534377,40.2562,38.35,0.868125,0.048125,36.4187,0.883125,0.052125,37.1687,1.18031,0.0638125,37.975,0.955625,0.0479062,37.4625,200.0,262.7,0.0,-0.185009,0.09075,0.08375,36.7562,38.325
0.0926,0.506477,39.3062,61.775,17.5688,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,70.0,39.1937,95.0,95.1625,38.9813,25.0,24.8375,13.1888,62.0,62.4313,0.0405937,32.0,31.8937,37.5562,42.0,42.0687,19.6788,22.0,21.8312,0.0373438,57.0,56.9313,38.2312,29.0,28.6125,8.95688,16.0,15.4625,0.0175625,29.0,28.7313,37.4062,25.0,24.5688,2.46938,0.25312,40.2844,0.034625,0.534377,40.2562,38.35,0.836563,0.0349687,36.4125,0.833125,0.037625,37.1687,1.11937,0.0508125,37.975,0.895312,0.0338125,37.4625,200.0,208.217,0.0,-0.0924933,0.069625,0.06625,36.7562,38.325
0.0752,0.506477,39.3,58.725,16.9594,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,70.0,39.2062,95.0,95.1625,38.9813,25.0,24.8375,12.36,62.0,62.4313,0.0292812,32.0,31.8937,37.5562,42.0,42.0687,18.235,22.0,21.825,0.0268438,57.0,56.9313,38.2312,29.0,28.6125,8.60063,16.0,15.4625,0.007625,29.0,28.7188,37.4062,25.0,24.5688,2.36625,0.25312,40.2938,0.02475,0.534377,40.2562,38.35,0.778438,0.024875,36.4187,0.785937,0.0270312,37.1687,1.06531,0.0413437,37.975,0.832188,0.0217188,37.4625,200.0,201.095,0.0,-0.185009,0.058375,0.056625,36.7562,38.325
0.06585,0.506477,39.3,55.675,16.5188,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,38.9875,25.0,24.8375,11.625,62.0,62.4313,0.0229062,32.0,31.8937,37.5562,42.0,42.0687,16.975,22.0,21.825,0.0208437,57.0,56.9313,38.2438,29.0,28.6188,8.2575,16.0,15.4625,0.00209375,29.0,28.7188,37.4062,25.0,24.575,2.25656,0.25312,40.2938,0.0194375,0.534377,40.2469,38.35,0.73375,0.0185937,36.4187,0.751875,0.02175,37.1687,1.01406,0.0356562,37.975,0.770625,0.0158125,37.4375,200.0,199.43,0.0,-0.185009,0.0515,0.051,36.7562,38.325
0.06085,0.506477,39.2937,39.3875,14.6906,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,38.975,25.0,24.8375,7.095,62.0,62.4438,0.0192813,32.0,31.8937,37.4375,42.0,42.0687,11.0862,22.0,21.8312,0.0176875,57.0,56.9313,38.1688,29.0,28.6125,6.5475,16.0,15.4625,3.12e-05,29.0,28.7313,37.35,25.0,24.575,1.66875,0.25312,40.2938,0.0133125,0.534377,40.2562,38.3187,0.370625,0.0125937,36.4,0.5775,0.0172812,37.1,0.770625,0.0306562,37.9,0.601563,0.007625,37.3625,280.0,281.755,0.0,-0.0924933,0.0545,0.053375,36.7375,38.2875
0.0652,0.506477,39.2937,40.2625,14.7656,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.2062,95.0,95.1625,38.975,25.0,24.8375,7.31625,62.0,62.4313,0.0192813,32.0,31.8937,37.4375,42.0,42.0687,11.4231,22.0,21.8312,0.0176875,57.0,56.9313,38.1688,29.0,28.6125,6.645,16.0,15.475,3.12e-05,29.0,28.7313,37.3438,25.0,24.575,1.69688,0.25312,40.2844,0.0179687,0.534377,40.2562,38.3,0.403125,0.0125937,36.4,0.585938,0.0172812,37.1,0.786875,0.0306562,37.9062,0.610937,0.0120938,37.3625,280.0,281.755,0.0,-0.0924933,0.0585,0.053375,36.7313,38.2875
0.0652,0.506477,39.2937,41.1375,14.8781,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9875,39.1813,95.0,95.1625,38.975,25.0,24.8375,7.51125,62.0,62.4313,0.0235312,32.0,31.8937,37.4313,42.0,42.0687,11.8038,22.0,21.8312,0.02175,57.0,56.9313,38.1688,29.0,28.6125,6.72188,16.0,15.475,3.12e-05,29.0,28.7313,37.3438,25.0,24.575,1.72094,0.25312,40.2938,0.0179687,0.534377,40.2562,38.3187,0.439375,0.0125937,36.4125,0.595,0.0172812,37.1,0.7975,0.0306562,37.9062,0.619375,0.0120938,37.3563,280.0,281.385,0.0,-0.0924933,0.0585,0.053375,36.725,38.2812
0.0652,0.506477,39.2937,41.75,14.9344,14.0,13.3625,0.106349,0.0,-0.0187501,70.0,69.9938,39.175,95.0,95.1625,38.975,25.0,24.8375,7.74,62.0,62.4438,0.0235312,32.0,31.8937,37.4313,42.0,42.0687,12.0531,22.0,21.8312,0.02175,57.0,56.9313,38.15,29.0,28.6125,6.795,16.0,15.4625,3.12e-05,29.0,28.7188,37.3312,25.0,24.5688,1.74219,0.25312,40.2844,0.0179687,0.534377,40.2562,38.3313,0.461563,0.0125937,36.4187,0.601563,0.0172812,37.0938,0.80625,0.0306562,37.9,0.627812,0.0120938,37.3625,280.0,281.57,0.0,-0.0924933,0.0585,0.057625,36.725,38.2812
