滑油总管压力,1号电动滑油泵滑油出口压力,滑油总管温度,滑油总管流量,滑油总管再循环滑油流量,滑油压力调节阀开度指令,滑油压力调节阀开度反馈,2号电动滑油输送泵滑油出口压力,滑油温度调节阀开度指令,滑油温度调节阀开度反馈,汽轮主机模拟装置滑油入口调节阀阀门开度指令,汽轮主机模拟装置滑油入口调节阀开度反馈,滑油冷却器滑油进口温度,汽轮主机减速器模拟装置滑油入口调节阀开度指令,汽轮主机减速器模拟装置滑油入口调节阀开度反馈,滑油冷却器滑油出口温度,汽轮发电机组模拟装置滑油入口调节阀开度指令,汽轮发电机组模拟装置滑油入口调节阀开度反馈,汽轮主机模拟装置滑油入口流量,主推力轴承模拟装置滑油入口调节阀开度指令,主推力轴承模拟装置滑油入口调节阀开度反馈,汽轮主机模拟装置滑油入口压力,汽轮主机模拟装置调节阀阀门开度指令,汽轮主机模拟装置调节阀开度反馈,汽轮主机模拟装置滑油出口温度,汽轮主机减速器模拟装置调节阀阀门开度指令,汽轮主机减速器模拟装置调节阀开度反馈,汽轮主机减速器模拟装置滑油入口流量,汽轮发电机组模拟装置调节阀阀门开度指令,汽轮发电机组模拟装置调节阀开度反馈,汽轮主机减速器模拟装置滑油入口压力,主推力轴承模拟装置调节阀阀门开度指令,主推力轴承模拟装置调节阀开度反馈,汽轮主机减速器模拟装置滑油出口温度,汽轮凝水泵组模拟装置调节阀阀门开度指令,汽轮凝水泵组模拟装置调节阀开度反馈,汽轮发电机组模拟装置滑油入口流量,汽轮给水泵组模拟装置调节阀阀门开度指令,汽轮给水泵组模拟装置调节阀开度反馈,汽轮发电机组模拟装置滑油入口压力,汽轮滑油泵组模拟装置调节阀阀门开度指令,汽轮滑油泵组模拟装置调节阀开度反馈,汽轮发电机组模拟装置滑油出口温度,汽轮辅循环水泵模拟装置调节阀阀门开度指令,汽轮辅循环水泵模拟装置调节阀开度反馈,主推力轴承模拟装置滑油入口流量,滑油加热器1号功率,滑油加热器1号加热器出口温度,主推力轴承模拟装置滑油入口压力,滑油加热器2号功率,滑油加热器2号加热器出口温度,主推力轴承模拟装置滑油出口温度,汽轮凝水泵组模拟装置滑油入口流量,汽轮凝水泵组模拟装置滑油入口压力,汽轮凝水泵组模拟装置滑油出口温度,汽轮给水泵组模拟装置滑油入口流量,汽轮给水泵组模拟装置滑油入口压力,汽轮给水泵组模拟装置滑油出口温度,汽轮滑油泵组模拟装置滑油入口流量,汽轮滑油泵组模拟装置滑油入口压力,汽轮滑油泵组模拟装置滑油出口温度,汽轮辅循环水泵模拟装置滑油入口流量,汽轮辅循环水泵模拟装置滑油入口压力,汽轮辅循环水泵模拟装置滑油出口温度,电动滑油泵1号变频泵转速指令,电动滑油泵1号变频泵转速反馈,电动滑油泵2号变频泵转速指令,电动滑油泵2号变频泵转速反馈,滑油冷却器1号滑油入口压力,滑油冷却器1号滑油出口压力,滑油冷却器1号冷却水入口温度,滑油冷却器1号冷却水出口温度
0.08005,0.0339605,61.6813,54.55,15.9281,13.6,13.175,0.0721935,21.0,20.9375,70.0,70.2125,61.725,95.0,95.1562,61.5438,25.0,24.8375,12.1613,63.0,63.375,0.039125,32.0,32.125,56.0938,42.0,42.0687,17.1894,22.0,21.8312,0.03475,57.0,57.4688,57.2312,29.0,28.6125,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.775,25.0,24.6062,2.39406,184.753,61.3406,0.0288437,144.506,65.1938,58.525,0.75875,0.036625,54.3625,0.6525,0.0377813,51.6125,0.90375,0.0418125,56.7563,0.721875,0.0280938,52.25,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,28.3875,57.6625
0.08005,0.0339605,61.6813,54.5375,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1562,61.5438,25.0,24.8375,12.1613,63.0,63.3812,0.039125,32.0,32.125,56.0938,42.0,42.0687,17.1937,22.0,21.8312,0.03475,57.0,57.4688,57.2375,29.0,28.6125,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.775,25.0,24.6062,2.39406,190.913,61.3406,0.0288437,142.594,65.1938,58.5187,0.75875,0.036625,54.3813,0.6525,0.0377813,51.6312,0.90375,0.0418125,56.7625,0.721875,0.0280938,52.2562,100.0,0.647497,0.0,-0.185009,0.062625,0.071625,28.4125,57.6563
0.08005,0.0339605,61.6813,54.6375,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1562,61.5438,25.0,24.8375,12.1538,63.0,63.3812,0.039125,32.0,32.125,56.0938,42.0,42.0687,17.2156,22.0,21.8312,0.03475,57.0,57.4688,57.2375,29.0,28.6125,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.7875,25.0,24.6062,2.39406,189.984,61.4437,0.0288437,143.55,65.1938,58.525,0.75875,0.036625,54.3813,0.6525,0.0377813,51.6437,0.90375,0.0418125,56.7688,0.721875,0.0280938,52.2812,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,28.4688,57.6625
0.08005,0.0339605,61.6813,54.75,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1562,61.5438,25.0,24.8375,12.1538,63.0,63.3812,0.039125,32.0,32.125,56.1125,42.0,42.0687,17.22,22.0,21.8312,0.03475,57.0,57.4688,57.2438,29.0,28.6188,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.8062,25.0,24.6062,2.39406,184.613,61.6688,0.0288437,150.412,65.1938,58.5312,0.75875,0.036625,54.3813,0.6525,0.0377813,51.65,0.90375,0.0418125,56.7688,0.721875,0.0280938,52.2937,100.0,0.647497,0.0,-0.185009,0.062625,0.071625,28.5125,57.6688
0.08005,0.0339605,61.7062,54.6375,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1562,61.5625,25.0,24.8375,12.135,63.0,63.3812,0.039125,32.0,32.125,56.1188,42.0,42.0625,17.2375,22.0,21.8312,0.03475,57.0,57.4688,57.2438,29.0,28.6188,5.1525,16.0,15.4625,0.02675,29.0,28.7625,49.8187,25.0,24.6062,2.39406,178.481,61.6688,0.0288437,153.084,65.175,58.5312,0.75875,0.036625,54.3937,0.6525,0.0377813,51.6437,0.90375,0.0418125,56.7688,0.721875,0.0280938,52.3125,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,28.5438,57.6375
0.08005,0.0339605,61.7,54.525,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.135,63.0,63.3812,0.039125,32.0,32.125,56.1188,42.0,42.0687,17.2594,22.0,21.8312,0.03475,57.0,57.4688,57.2438,29.0,28.6188,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.8375,25.0,24.6062,2.39406,168.328,61.6688,0.0288437,153.9,65.1938,58.5312,0.75875,0.036625,54.3937,0.6525,0.0377813,51.65,0.90375,0.0418125,56.7688,0.721875,0.0280938,52.3125,100.0,0.647497,0.0,-0.185009,0.062625,0.071625,28.5937,57.6375
0.08005,0.0339605,61.7,54.525,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.15,63.0,63.3812,0.039125,32.0,32.125,56.1125,42.0,42.0687,17.2419,22.0,21.8312,0.03475,57.0,57.4688,57.2438,29.0,28.6125,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.875,25.0,24.6062,2.39406,166.781,61.6688,0.0288437,152.409,65.3344,58.55,0.75875,0.036625,54.4187,0.6525,0.0377813,51.6625,0.90375,0.0418125,56.7875,0.721875,0.0280938,52.3312,100.0,0.832484,0.0,-0.185009,0.062625,0.071625,28.625,57.6375
0.08005,0.0339605,61.7,54.5875,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1625,61.5563,25.0,24.8375,12.1313,63.0,63.3812,0.039125,32.0,32.125,56.1188,42.0,42.0687,17.2638,22.0,21.8312,0.03475,57.0,57.4688,57.2687,29.0,28.6188,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.8812,25.0,24.6062,2.39406,166.528,61.2469,0.0288437,149.625,65.3344,58.525,0.75875,0.036625,54.4187,0.6525,0.0377813,51.6625,0.90375,0.0418125,56.7938,0.721875,0.0280938,52.3312,100.0,0.832484,0.0,-0.185009,0.062625,0.071625,28.6687,57.6375
0.08005,0.0339605,61.7,54.55,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1625,61.5625,25.0,24.8375,12.12,63.0,63.3812,0.039125,32.0,32.125,56.125,42.0,42.0687,17.2463,22.0,21.8312,0.03475,57.0,57.4688,57.2687,29.0,28.6188,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.9062,25.0,24.6188,2.39406,166.331,61.1438,0.0288437,147.825,65.3344,58.5688,0.75875,0.036625,54.4187,0.6525,0.0377813,51.675,0.90375,0.0418125,56.7875,0.721875,0.0280938,52.3438,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,28.7,57.6375
0.08005,0.0339605,61.7,54.525,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2188,61.725,95.0,95.1562,61.5625,25.0,24.8375,12.12,63.0,63.3812,0.039125,32.0,32.125,56.125,42.0,42.0687,17.2113,22.0,21.825,0.03475,57.0,57.4688,57.2812,29.0,28.6188,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.9313,25.0,24.6062,2.39406,165.516,61.0594,0.0288437,142.453,65.3344,58.5688,0.75875,0.036625,54.4187,0.6525,0.0377813,51.6875,0.90375,0.0418125,56.8,0.721875,0.0280938,52.3563,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,28.75,57.6375
0.08005,0.0339605,61.7,54.5875,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.1125,63.0,63.3812,0.039125,32.0,32.125,56.15,42.0,42.0687,17.2156,22.0,21.8312,0.03475,57.0,57.4688,57.275,29.0,28.6188,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.9313,25.0,24.6062,2.39406,175.753,61.0594,0.0288437,141.216,65.1938,58.5688,0.75875,0.036625,54.4312,0.6525,0.0377813,51.7125,0.90375,0.0418125,56.8,0.721875,0.0280938,52.375,100.0,0.832484,0.0,-0.185009,0.062625,0.071625,28.7938,57.6437
0.08005,0.0339605,61.7,54.575,15.9094,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1625,61.5563,25.0,24.8375,12.12,63.0,63.3812,0.039125,32.0,32.125,56.1437,42.0,42.0687,17.2244,22.0,21.8312,0.03475,57.0,57.4688,57.2875,29.0,28.6188,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.9562,25.0,24.6062,2.39406,181.35,61.0687,0.0288437,136.181,64.9969,58.5688,0.75875,0.036625,54.4312,0.6525,0.0377813,51.7125,0.90375,0.0418125,56.8187,0.721875,0.0280938,52.3875,100.0,0.647497,0.0,-0.185009,0.062625,0.071625,28.825,57.6563
0.08005,0.0339605,61.7,54.725,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.7313,95.0,95.1562,61.5563,25.0,24.8375,12.12,63.0,63.3812,0.039125,32.0,32.1312,56.15,42.0,42.0687,17.2025,22.0,21.8312,0.03475,57.0,57.4688,57.3,29.0,28.6188,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.975,25.0,24.6062,2.39406,180.366,60.975,0.0288437,143.803,64.9125,58.5812,0.75875,0.036625,54.4438,0.6525,0.0377813,51.725,0.90375,0.0418125,56.825,0.721875,0.0280938,52.3875,100.0,0.832484,0.0,-0.185009,0.062625,0.071625,28.8562,57.6437
0.08005,0.0339605,61.7,54.6375,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2188,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.1013,63.0,63.3812,0.039125,32.0,32.125,56.15,42.0,42.0687,17.1763,22.0,21.8312,0.03475,57.0,57.4688,57.3,29.0,28.6125,5.1525,16.0,15.4625,0.02675,29.0,28.7687,49.9875,25.0,24.6188,2.39406,183.15,60.825,0.0288437,152.606,64.8187,58.5812,0.75875,0.036625,54.4438,0.6525,0.0377813,51.7438,0.90375,0.0418125,56.8187,0.721875,0.0280938,52.4125,100.0,0.647497,0.0,-0.185009,0.062625,0.071625,28.8875,57.6437
0.08005,0.0339605,61.7,54.9,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.7313,95.0,95.1625,61.5563,25.0,24.8375,12.1125,63.0,63.3812,0.039125,32.0,32.125,56.15,42.0,42.0687,17.2375,22.0,21.8312,0.03475,57.0,57.4688,57.3,29.0,28.6188,5.14687,16.0,15.4625,0.02675,29.0,28.7687,50.0063,25.0,24.6062,2.39406,195.441,60.7312,0.0288437,155.728,64.9125,58.5812,0.75875,0.036625,54.4625,0.6525,0.0377813,51.7438,0.90375,0.0418125,56.8187,0.721875,0.0280938,52.4125,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,28.9375,57.6375
0.08005,0.0339605,61.7,54.8,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.7313,95.0,95.1562,61.5563,25.0,24.8375,12.1013,63.0,63.3812,0.039125,32.0,32.125,56.175,42.0,42.0687,17.2769,22.0,21.825,0.03475,57.0,57.4688,57.3125,29.0,28.6125,5.14687,16.0,15.4625,0.02675,29.0,28.7687,50.0188,25.0,24.6062,2.39406,198.45,60.7312,0.0288437,163.238,64.9969,58.5875,0.75875,0.036625,54.4688,0.6525,0.0377813,51.7563,0.90375,0.0418125,56.8187,0.721875,0.0280938,52.425,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,28.975,57.6437
0.08005,0.0339605,61.7062,54.8,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1562,61.5438,25.0,24.8375,12.12,63.0,63.3812,0.039125,32.0,32.125,56.175,42.0,42.0687,17.2987,22.0,21.8312,0.03475,57.0,57.4688,57.3125,29.0,28.6125,5.14687,16.0,15.4625,0.02675,29.0,28.7625,50.0188,25.0,24.6062,2.38937,198.647,60.7312,0.0288437,164.559,64.9969,58.5875,0.75875,0.036625,54.4688,0.6525,0.0377813,51.775,0.90375,0.0418125,56.8187,0.721875,0.0280938,52.4437,100.0,0.462511,0.0,-0.185009,0.062625,0.071625,29.0187,57.6563
0.08005,0.0339605,61.7,54.7125,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.7313,95.0,95.1562,61.5438,25.0,24.8375,12.12,63.0,63.3812,0.039125,32.0,32.125,56.175,42.0,42.0687,17.2594,22.0,21.8312,0.03475,57.0,57.4688,57.3125,29.0,28.6188,5.14687,16.0,15.4625,0.02675,29.0,28.7687,50.0312,25.0,24.6188,2.38937,199.547,60.9937,0.0288437,154.631,65.0062,58.5875,0.75875,0.036625,54.475,0.6525,0.0377813,51.7875,0.90375,0.0418125,56.8187,0.721875,0.0280938,52.45,100.0,0.647497,0.0,-0.185009,0.062625,0.071625,29.0688,57.6375
0.08005,0.0339605,61.7,54.8125,15.9375,13.6,13.175,0.0721935,21.0,20.9375,70.0,70.2062,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.12,63.0,63.3812,0.039125,32.0,32.125,56.175,42.0,42.0687,17.2769,22.0,21.825,0.03475,57.0,57.4688,57.3125,29.0,28.6125,5.15438,16.0,15.4625,0.02675,29.0,28.7687,50.05,25.0,24.6062,2.38937,193.838,61.0594,0.0288437,153.759,65.1,58.5625,0.75875,0.036625,54.475,0.6525,0.0377813,51.7875,0.90375,0.0418125,56.8313,0.721875,0.0280938,52.45,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,29.1,57.6437
0.08005,0.0339605,61.7125,54.725,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2062,61.725,95.0,95.1625,61.5563,25.0,24.8375,12.105,63.0,63.3812,0.039125,32.0,32.125,56.175,42.0,42.0687,17.29,22.0,21.8312,0.03475,57.0,57.4688,57.3125,29.0,28.6188,5.15438,16.0,15.4625,0.02675,29.0,28.7625,50.0562,25.0,24.6188,2.38937,187.312,61.1531,0.0288437,145.125,65.1,58.5625,0.75875,0.036625,54.475,0.6525,0.0377813,51.8,0.90375,0.0418125,56.8313,0.721875,0.0280938,52.45,100.0,0.73999,0.0,-0.0924933,0.062625,0.071625,29.1375,57.6563
0.08005,0.0339605,61.7062,54.7375,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2062,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.105,63.0,63.375,0.039125,32.0,32.125,56.175,42.0,42.0687,17.2638,22.0,21.8312,0.03475,57.0,57.4688,57.3313,29.0,28.6188,5.15438,16.0,15.4625,0.02675,29.0,28.7687,50.0625,25.0,24.6188,2.38937,185.963,61.2469,0.0288437,141.047,65.1,58.5625,0.75875,0.036625,54.475,0.6525,0.0377813,51.8,0.90375,0.0418125,56.8313,0.721875,0.0280938,52.4562,100.0,0.647497,0.0,-0.185009,0.062625,0.071625,29.1625,57.6563
0.08005,0.0339605,61.7125,54.675,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2188,61.7313,95.0,95.1625,61.5563,25.0,24.8375,12.105,63.0,63.3812,0.039125,32.0,32.125,56.1938,42.0,42.0687,17.2856,22.0,21.825,0.03475,57.0,57.4688,57.3438,29.0,28.6188,5.14687,16.0,15.4625,0.02675,29.0,28.7687,50.0625,25.0,24.6188,2.38937,184.641,61.2469,0.0288437,138.797,65.1,58.5688,0.75875,0.036625,54.475,0.6525,0.0377813,51.8,0.90375,0.0418125,56.8313,0.721875,0.0280938,52.4813,100.0,0.370017,0.0,-0.185009,0.062625,0.071625,29.175,57.6563
0.08005,0.0339605,61.7062,54.65,15.9375,13.6,13.175,0.0721935,21.0,20.9375,70.0,70.2125,61.7313,95.0,95.1562,61.5563,25.0,24.8375,12.105,63.0,63.3812,0.039125,32.0,32.125,56.1875,42.0,42.0625,17.2638,22.0,21.8312,0.03475,57.0,57.4688,57.3438,29.0,28.6188,5.14687,16.0,15.4625,0.02675,29.0,28.7625,50.0938,25.0,24.6188,2.38375,183.797,61.2469,0.0288437,134.522,65.1938,58.5875,0.75875,0.036625,54.5,0.6525,0.0377813,51.8,0.90375,0.0418125,56.85,0.721875,0.0280938,52.4875,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,29.2,57.6437
0.08005,0.0339605,61.7125,54.5875,15.9375,13.6,13.175,0.0721935,21.0,20.9375,70.0,70.2125,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.0863,63.0,63.3812,0.039125,32.0,32.125,56.1938,42.0,42.0687,17.2244,22.0,21.8312,0.03475,57.0,57.4688,57.3438,29.0,28.6188,5.14687,16.0,15.4625,0.02675,29.0,28.7687,50.0938,25.0,24.6188,2.38375,182.081,61.1531,0.0288437,131.091,65.1,58.5875,0.75875,0.036625,54.4937,0.6525,0.0377813,51.8188,0.90375,0.0418125,56.8375,0.721875,0.0280938,52.5062,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,29.2562,57.6563
0.08005,0.0339605,61.7125,54.5125,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.105,63.0,63.3812,0.039125,32.0,32.125,56.1875,42.0,42.0687,17.1806,22.0,21.825,0.03475,57.0,57.4688,57.3438,29.0,28.6125,5.14687,16.0,15.4625,0.02675,29.0,28.7687,50.1,25.0,24.6062,2.38375,176.681,61.0594,0.0288437,127.828,64.9969,58.5875,0.75875,0.036625,54.5062,0.6525,0.0377813,51.8313,0.90375,0.0418125,56.8563,0.721875,0.0280938,52.5062,100.0,0.647497,0.0,-0.185009,0.062625,0.071625,29.2875,57.6563
0.08005,0.0339605,61.7313,54.4875,15.9375,13.6,13.175,0.0721935,21.0,20.9375,70.0,70.2125,61.7313,95.0,95.1562,61.5563,25.0,24.8375,12.1125,63.0,63.3812,0.039125,32.0,32.1312,56.2062,42.0,42.0687,17.1763,22.0,21.8312,0.03475,57.0,57.4688,57.3438,29.0,28.6188,5.14687,16.0,15.4625,0.02675,29.0,28.7687,50.1,25.0,24.6062,2.38375,171.534,61.0594,0.0288437,128.166,64.9031,58.6,0.75875,0.036625,54.525,0.6525,0.0377813,51.8313,0.90375,0.0418125,56.8688,0.721875,0.0280938,52.525,100.0,0.647497,0.0,-0.185009,0.062625,0.071625,29.3312,57.6563
0.08005,0.0339605,61.725,54.4625,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.7313,95.0,95.1625,61.5625,25.0,24.8375,12.105,63.0,63.3812,0.039125,32.0,32.125,56.2062,42.0,42.0687,17.1719,22.0,21.8312,0.03475,57.0,57.4688,57.3438,29.0,28.6188,5.13938,16.0,15.4625,0.02675,29.0,28.7687,50.1188,25.0,24.6062,2.38375,170.578,61.0687,0.0288437,132.637,64.9125,58.6,0.75875,0.036625,54.525,0.6525,0.0377813,51.8438,0.90375,0.0418125,56.875,0.721875,0.0280938,52.5187,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,29.3625,57.6375
0.08005,0.0339605,61.7313,54.6,15.9375,13.6,13.175,0.0721935,21.0,20.9375,70.0,70.2125,61.7313,95.0,95.1625,61.5625,25.0,24.8375,12.1237,63.0,63.3812,0.039125,32.0,32.125,56.2062,42.0,42.0687,17.1806,22.0,21.8312,0.03475,57.0,57.4688,57.3438,29.0,28.6188,5.13938,16.0,15.4625,0.02675,29.0,28.7687,50.1188,25.0,24.6188,2.38375,170.775,60.825,0.0288437,141.638,64.8187,58.6187,0.75875,0.036625,54.525,0.6525,0.0377813,51.85,0.90375,0.0418125,56.8688,0.721875,0.0280938,52.5375,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,29.4062,57.6563
0.08005,0.0339605,61.7313,54.6,15.9375,13.6,13.175,0.0721935,21.0,20.9375,70.0,70.2125,61.7313,95.0,95.1625,61.5625,25.0,24.8375,12.1237,63.0,63.3812,0.039125,32.0,32.125,56.2062,42.0,42.0687,17.1806,22.0,21.8312,0.03475,57.0,57.4688,57.3438,29.0,28.6188,5.13938,16.0,15.4625,0.02675,29.0,28.7687,50.1188,25.0,24.6188,2.38375,170.775,60.825,0.0288437,141.638,64.8187,58.6187,0.75875,0.036625,54.525,0.6525,0.0377813,51.85,0.90375,0.0418125,56.8688,0.721875,0.0280938,52.5375,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,29.4062,57.6563
0.08005,0.0339605,61.7313,54.55,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2062,61.7313,95.0,95.1625,61.5625,25.0,24.8375,12.1313,63.0,63.3812,0.039125,32.0,32.125,56.2125,42.0,42.0687,17.1937,22.0,21.8312,0.03475,57.0,57.4688,57.3438,29.0,28.6188,5.13938,16.0,15.4625,0.02675,29.0,28.7625,50.1375,25.0,24.6062,2.38375,174.262,60.7312,0.0288437,150.497,64.8187,58.6187,0.75875,0.036625,54.5375,0.6525,0.0377813,51.8625,0.90375,0.0418125,56.8688,0.721875,0.0280938,52.5437,100.0,0.370017,0.0,-0.185009,0.062625,0.071625,29.4438,57.6437
0.08005,0.0339605,61.7313,54.6375,15.9375,13.6,13.175,0.0721935,21.0,20.9375,70.0,70.2125,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.1237,63.0,63.3812,0.039125,32.0,32.125,56.2188,42.0,42.0687,17.22,22.0,21.8312,0.03475,57.0,57.4688,57.3438,29.0,28.6188,5.13375,16.0,15.4625,0.02675,29.0,28.7687,50.1375,25.0,24.6188,2.38375,182.756,60.7312,0.0288437,145.884,64.8187,58.625,0.75875,0.036625,54.5375,0.6525,0.0377813,51.875,0.90375,0.0418125,56.8563,0.721875,0.0280938,52.55,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,29.475,57.6563
0.08005,0.0339605,61.7313,54.9125,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.7313,95.0,95.1562,61.5563,25.0,24.8375,12.1237,63.0,63.3812,0.039125,32.0,32.125,56.2188,42.0,42.0687,17.1806,22.0,21.8312,0.03475,57.0,57.475,57.3438,29.0,28.6188,5.12813,16.0,15.4625,0.02675,29.0,28.7687,50.15,25.0,24.6188,2.38375,187.2,60.6375,0.0288437,145.406,64.9125,58.625,0.75875,0.036625,54.5375,0.6525,0.0377813,51.875,0.90375,0.0418125,56.875,0.721875,0.0280938,52.5563,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,29.5125,57.6563
0.08005,0.0339605,61.7313,54.7375,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1625,61.5563,25.0,24.8375,12.1163,63.0,63.3812,0.039125,32.0,32.125,56.2437,42.0,42.0687,17.1937,22.0,21.8312,0.03475,57.0,57.4688,57.3438,29.0,28.6188,5.12813,16.0,15.4625,0.02675,29.0,28.7687,50.1688,25.0,24.6062,2.38375,186.637,60.5625,0.0288437,149.316,64.8844,58.65,0.75875,0.036625,54.5625,0.6525,0.0377813,51.8938,0.90375,0.0418125,56.8875,0.721875,0.0280938,52.5875,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,29.5438,57.6563
0.08005,0.0339605,61.7313,54.8375,15.9375,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2125,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.0863,63.0,63.3812,0.039125,32.0,32.125,56.2375,42.0,42.0687,17.2113,22.0,21.8312,0.03475,57.0,57.4688,57.3625,29.0,28.6188,5.12813,16.0,15.4625,0.02675,29.0,28.7687,50.1688,25.0,24.6188,2.37906,181.266,60.4125,0.0288437,153.0,64.9031,58.65,0.75875,0.036625,54.5563,0.6525,0.0377813,51.9062,0.90375,0.0418125,56.8937,0.721875,0.0280938,52.6,100.0,0.73999,0.0,-0.185009,0.062625,0.071625,29.575,57.6625
0.08005,0.0339605,61.7313,54.8375,15.9281,13.6,13.175,0.0721935,21.0,20.9375,70.0,70.2125,61.725,95.0,95.1562,61.5563,25.0,24.8438,12.1163,63.0,63.3812,0.039125,32.0,32.125,56.2375,42.0,42.0687,17.2025,22.0,21.8312,0.03475,57.0,57.4688,57.3687,29.0,28.6188,5.12813,16.0,15.4625,0.02675,29.0,28.7687,50.1688,25.0,24.6062,2.37906,192.375,60.3187,0.0288437,150.469,64.9031,58.65,0.75875,0.036625,54.5563,0.6525,0.0377813,51.9125,0.90375,0.0418125,56.9062,0.721875,0.0280938,52.6062,100.0,0.462511,0.0,-0.185009,0.062625,0.071625,29.6375,57.6563
0.08005,0.0339605,61.7375,54.7125,15.9281,13.6,13.175,0.0721935,21.0,20.925,70.0,70.2188,61.725,95.0,95.1562,61.5563,25.0,24.8375,12.1013,63.0,63.3812,0.039125,32.0,32.125,56.2563,42.0,42.0687,17.1937,22.0,21.8312,0.03475,57.0,57.4688,57.375,29.0,28.6188,5.12813,16.0,15.4625,0.02675,29.0,28.7687,50.1938,25.0,24.6188,2.37906,204.441,60.3187,0.0288437,146.869,64.8187,58.675,0.75875,0.036625,54.575,0.6525,0.0377813,51.9375,0.90375,0.0418125,56.9,0.721875,0.0280938,52.6187,100.0,0.462511,0.0,-0.185009,0.062625,0.071625,29.6687,57.6563
