热功率,电功率,主回路1冷却剂流量,主回路2冷却剂流量,主回路1热管段冷却剂温度,主回路2热管段冷却剂温度,主回路1冷管段冷却剂温度,主回路2冷管段冷却剂温度,主回路1蒸汽发生器二次侧压力,主回路2蒸汽发生器二次侧压力,主回路1蒸汽发生器水位,主回路2蒸汽发生器水位,主回路1蒸汽发生器给水流量,主回路2蒸汽发生器给水流量,主回路1蒸汽发生器给水温度,主回路2蒸汽发生器给水温度,主回路1蒸汽发生器蒸汽出口流量,主回路2蒸汽发生器蒸汽出口流量,主回路1蒸汽发生器蒸汽出口温度,主回路2蒸汽发生器蒸汽出口温度,稳压器压力,稳压器水位,稳压器蒸汽空间温度,稳压器水空间温度
0.251815778,0.082791583,0.999348913,1,0.083528106,0.083526778,0.077037194,0.077037304,0.000122994,0.000119503,0.001403055,0.001404689,0.066643681,0.066386862,0.057347964,0.057347605,0.06659392,0.066446432,0.074412182,0.074372787,0.002732352,0,0.097732957,0.092002456
0.251833659,0.083593586,0.999097248,1,0.083504369,0.083502814,0.077017585,0.077018388,0.000122074,0.000118528,0.001402921,0.001404528,0.066701799,0.06644264,0.057346847,0.057346488,0.065958055,0.065810471,0.074383787,0.074345256,0.00273205,0,0.097625988,0.091978649
0.251895499,0.082757289,0.999269323,1,0.08352473,0.083522675,0.07703715,0.077038198,0.000122601,0.000119276,0.001403665,0.001405327,0.066501296,0.06622027,0.05737343,0.057373071,0.065294292,0.065157396,0.074409551,0.074371426,0.002731663,0,0.09754727,0.091998918
0.251885495,0.08179598,0.999362537,1,0.083533967,0.08353258,0.077045884,0.077046611,0.000122891,0.000119344,0.001403337,0.001404944,0.066379416,0.066112851,0.057366302,0.057365943,0.065380193,0.065234801,0.074418465,0.074380031,0.002732164,0,0.097734507,0.092007795
0.251724228,0.082310242,0.999066136,1,0.083507658,0.08350644,0.077020347,0.07702088,0.000122961,0.000119526,0.001402235,0.001403814,0.066530152,0.066266588,0.057330365,0.057330006,0.066382788,0.066239106,0.074396766,0.074358117,0.002731868,0,0.097614189,0.091978136
0.251677588,0.083594741,0.999272365,1,0.083529525,0.083527639,0.077038287,0.07703882,0.000122186,0.000118612,0.001402617,0.00140414,0.066696043,0.066432887,0.05735259,0.057352231,0.066207133,0.066058792,0.074404254,0.074365443,0.002731534,0,0.097544239,0.091998109
0.251620717,0.082891144,0.999365309,1,0.083539077,0.083537217,0.077046714,0.077047492,0.00012242,0.00011915,0.001403341,0.001404948,0.066592717,0.066313823,0.057375829,0.05737547,0.065360729,0.065224343,0.074418535,0.074380744,0.002732033,0,0.09773137,0.092006841
0.251486466,0.081862574,0.999164907,1,0.083520873,0.083519072,0.077030878,0.077031317,0.000122698,0.000119291,0.001402596,0.001404148,0.066347938,0.066080182,0.057351171,0.057350812,0.065320029,0.065175531,0.074404836,0.074366639,0.002731141,0,0.097640113,0.091987865
0.251454417,0.082008163,0.99926276,1,0.083529614,0.083527424,0.077039847,0.077040236,0.000122879,0.000119415,0.001402201,0.001403697,0.066532803,0.066268983,0.057342429,0.05734207,0.066151339,0.066009623,0.074416425,0.074377886,0.002731506,0,0.097621503,0.09199754
0.251493657,0.083459437,0.999391474,1,0.083538327,0.083537,0.077050335,0.077050919,0.000122312,0.000118793,0.001402602,0.001404071,0.06667202,0.06640678,0.057360318,0.057359959,0.066421439,0.06627255,0.074418764,0.074379526,0.002732631,0,0.09770761,0.092009357
